ID,Town,County,Country
23858,Lower Nobut,Staffordshire,England
23859,Lower North Dean,Buckinghamshire,England
23860,Lower Norton,Warwickshire,England
23861,Lower Nyland,Dorset,England
23862,Lower Ochrwyth,Caerphilly,Wales
23863,Lower Odcombe,Somerset,England
23864,Lower Oddington,Gloucestershire,England
23865,Lower Ollach,Highland,Scotland
23866,Lower Padworth,Berkshire,England
23867,Lower Penarth,The Vale of Glamorgan,Wales
23868,Lower Penn,Staffordshire,England
23869,Lower Pennington,Hampshire,England
23870,Lower Penwortham,Lancashire,England
23871,Lower Peover,Cheshire,England
23872,Lower Pexhill,Cheshire,England
23873,Lower Pilsley,Derbyshire,England
23874,Lower Pitkerrie,Highland,Scotland
23875,Lower Place,Greater Manchester,England
23876,Lower Place,"Brent, Greater London",England
23877,Lower Pollicott,Buckinghamshire,England
23878,Lower Porthkerry,The Vale of Glamorgan,Wales
23879,Lower Porthpean,Cornwall,England
23880,Lower Quinton,Warwickshire,England
23881,Lower Rabber,Powys,Wales
23882,Lower Race,Torfaen,Wales
23883,Lower Radley,Oxfordshire,England
23884,Lower Rainham,Kent,England
23885,Lower Ratley,Hampshire,England
23886,Lower Raydon,Suffolk,England
23887,Lower Rea,Gloucestershire,England
23888,Lower Ridge,Shropshire,England
23889,Lower Ridge,Devon,England
23890,Lower Roadwater,Somerset,England
23891,Lower Rose,Cornwall,England
23892,Lower Row,Dorset,England
23893,Lower Sapey,Worcestershire,England
23894,Lower Seagry,Wiltshire,England
23895,Lower Sheering,Essex,England
23896,Lower Shelton,Bedfordshire,England
23897,Lower Shiplake,Oxfordshire,England
23898,Lower Shuckburgh,Warwickshire,England
23899,Lower Sketty,Swansea,Wales
23900,Lower Slackstead,Hampshire,England
23901,Lower Slade,Devon,England
23902,Lower Slaughter,Gloucestershire,England
23903,Lower Solva,Pembrokeshire,Wales
23904,Lower Soothill,West Yorkshire,England
23905,Lower Soudley,Gloucestershire,England
23906,Lower Southfield,Herefordshire,England
23907,Lower Stanton St Quintin,Wiltshire,England
23908,Lower Stoke,West Midlands,England
23909,Lower Stoke,Kent,England
23910,Lower Stondon,Bedfordshire,England
23911,Lower Stone,Gloucestershire,England
23912,Lower Stonnall,Staffordshire,England
23913,Lower Stow Bedon,Norfolk,England
23914,Lower Stratton,Somerset,England
23915,Lower Stratton,Wiltshire,England
23916,Lower Street,Norfolk,England
23917,Lower Street,Norfolk,England
23918,Lower Street,Suffolk,England
23919,Lower Street,Suffolk,England
23920,Lower Street,East Sussex,England
23921,Lower Strensham,Worcestershire,England
23922,Lower Stretton,Cheshire,England
23923,Lower Strode,Dorset,England
23924,Lower Studley,Wiltshire,England
23925,Lower Sundon,Bedfordshire,England
23926,Lower Swainswick,Somerset,England
23927,Lower Swanwick,Hampshire,England
23928,Lower Swell,Gloucestershire,England
23929,Lower Sydenham,"Bromley, Greater London",England
23930,Lower Tadmarton,Oxfordshire,England
23931,Lower Tale,Devon,England
23932,Lower Tasburgh,Norfolk,England
23933,Lower Tean,Staffordshire,England
23934,Lower Thorpe,Northamptonshire,England
23935,Lower Threapwood,Cheshire,England
23936,Lower Thurlton,Norfolk,England
23937,Lower Thurnham,Lancashire,England
23938,Lower Thurvaston,Derbyshire,England
23939,Lower Todding,Herefordshire,England
23940,Lower Town,West Yorkshire,England
23941,Lower Town,Pembrokeshire,Wales
23942,Lower Town,Herefordshire,England
23943,Lower Town,Worcestershire,England
23944,Lower Town,Devon,England
23945,Lower Town,Isles of Scilly,England
23946,Lower Trebullett,Cornwall,England
23947,Lower Tregunnon,Cornwall,England
23948,Lower Treworrick,Cornwall,England
23949,Lower Tuffley,Gloucestershire,England
23950,Lower Turmer,Hampshire,England
23951,Lower Twitchen,Devon,England
23952,Lower Twydall,Kent,England
23953,Lower Tysoe,Warwickshire,England
23954,Lower Upham,Hampshire,England
23955,Lower Upnor,Kent,England
23956,Lower Vexford,Somerset,England
23957,Lower Wainhill,Oxfordshire,England
23958,Lower Walton,Cheshire,England
23959,Lower Wanborough,Wiltshire,England
23960,Lower Weacombe,Somerset,England
23961,Lower Weald,Buckinghamshire,England
23962,Lower Wear,Devon,England
23963,Lower Weare,Somerset,England
23964,Lower Weedon,Northamptonshire,England
23965,Lower Welson,Herefordshire,England
23966,Lower Westholme,Somerset,England
23967,Lower Westhouse,North Yorkshire,England
23968,Lower Westmancote,Worcestershire,England
23969,Lower Weston,Somerset,England
23970,Lower Whatcombe,Dorset,England
23971,Lower Whatley,Somerset,England
23972,Lower Whitehall,Orkney Islands,Scotland
23973,Lower Whitley,Cheshire,England
23974,Lower Wick,Worcestershire,England
23975,Lower Wick,Gloucestershire,England
23976,Lower Wield,Hampshire,England
23977,Lower Willingdon,East Sussex,England
23978,Lower Winchendon or Nether Winchendon,Buckinghamshire,England
23979,Lower Withington,Cheshire,England
23980,Lower Wolverton,Worcestershire,England
23981,Lower Woodend,Aberdeenshire,Scotland
23982,Lower Woodend,Buckinghamshire,England
23983,Lower Woodford,Wiltshire,England
23984,Lower Woodley,Cornwall,England
23985,Lower Woodside,Hertfordshire,England
23986,Lower Woolston,Somerset,England
23987,Lower Woon,Cornwall,England
23988,Lower Wraxall,Dorset,England
23989,Lower Wraxall,Somerset,England
23990,Lower Wraxall,Wiltshire,England
23991,Lower Wych,Cheshire,England
23992,Lower Wyche,Worcestershire,England
23993,Lower Wyke,West Yorkshire,England
23994,Lower Yelland,Devon,England
23995,Lower Zeals,Wiltshire,England
23996,Lowerford,Lancashire,England
23997,Lowerhouse,Lancashire,England
23998,Lowerhouse,Cheshire,England
23999,Lowertown,Cornwall,England
24000,Lowertown,Cornwall,England
24001,Lowertown,Devon,England
24002,Lowes Barn,County Durham,England
24003,Lowesby,Leicestershire,England
24004,Lowestoft,Suffolk,England
24005,Loweswater,Cumbria,England
24006,Lowfield,South Yorkshire,England
24007,Lowfield Heath,West Sussex,England
24008,Lowford,Hampshire,England
24009,Lowgill,Cumbria,England
24010,Lowgill,Lancashire,England
24011,Lowick,Northumberland,England
24012,Lowick,Cumbria,England
24013,Lowick,Northamptonshire,England
24014,Lowick Bridge,Cumbria,England
24015,Lowick Green,Cumbria,England
24016,Lowlands,Torfaen,Wales
24017,Lowna,North Yorkshire,England
24018,Lowood,Scottish Borders,Scotland
24019,Lowsonford,Warwickshire,England
24020,Lowther,Cumbria,England
24021,Lowthertown,Dumfries and Galloway,Scotland
24022,Lowtherville,Isle of Wight,England
24023,Lowthorpe,East Riding of Yorkshire,England
24024,Lowton,Greater Manchester,England
24025,Lowton,Somerset,England
24026,Lowton Common,Greater Manchester,England
24027,Lowton Heath,Greater Manchester,England
24028,Lowton St Mary's,Greater Manchester,England
24029,Loxbeare,Devon,England
24030,Loxford,"Redbridge, Greater London",England
24031,Loxhill,Surrey,England
24032,Loxhore,Devon,England
24033,Loxhore Cott,Devon,England
24034,Loxley,South Yorkshire,England
24035,Loxley,Warwickshire,England
24036,Loxley Green,Staffordshire,England
24037,Loxter,Herefordshire,England
24038,Loxton,Somerset,England
24039,Loxwood,West Sussex,England
24040,Loyter's Green,Essex,England
24041,Loyterton,Kent,England
24042,Lozells,West Midlands,England
24043,Lôn,Gwynedd,Wales
24044,Lubberland,Shropshire,England
24045,Lubenham,Leicestershire,England
24046,Lubinvullin,Highland,Scotland
24047,Lucas End,Hertfordshire,England
24048,Lucas Green,Lancashire,England
24049,Lucas Green,Surrey,England
24050,Luccombe,Somerset,England
24051,Luccombe Village,Isle of Wight,England
24052,Lucker,Northumberland,England
24053,Luckett,Cornwall,England
24054,Lucking Street,Essex,England
24055,Luckington,Wiltshire,England
24056,Lucklawhill,Fife,Scotland
24057,Luckwell Bridge,Somerset,England
24058,Lucton,Herefordshire,England
24059,Ludborough,Lincolnshire,England
24060,Ludbrook,Devon,England
24061,Ludchurch,Pembrokeshire,Wales
24062,Luddenden,West Yorkshire,England
24063,Luddenden Foot,West Yorkshire,England
24064,Ludderburn,Cumbria,England
24065,Luddesdown,Kent,England
24066,Luddington,Lincolnshire,England
24067,Luddington,Warwickshire,England
24068,Luddington in the Brook,Northamptonshire,England
24069,Ludford,Shropshire,England
24070,Ludford,Lincolnshire,England
24071,Ludgershall,Buckinghamshire,England
24072,Ludgershall,Wiltshire,England
24073,Ludgvan,Cornwall,England
24074,Ludham,Norfolk,England
24075,Ludlow,Shropshire,England
24076,Ludney,Somerset,England
24077,Ludney,Lincolnshire,England
24078,Ludstock,Herefordshire,England
24079,Ludstone,Shropshire,England
24080,Ludwell,Wiltshire,England
24081,Ludworth,County Durham,England
24082,Luffenhall,Hertfordshire,England
24083,Luffincott,Devon,England
24084,Lufton,Somerset,England
24085,Lugar,East Ayrshire,Scotland
24086,Lugate,Scottish Borders,Scotland
24087,Lugg Green,Herefordshire,England
24088,Luggate Burn,East Lothian,Scotland
24089,Luggiebank,North Lanarkshire,Scotland
24090,Lugsdale,Cheshire,England
24091,Lugton,East Ayrshire,Scotland
24092,Lugwardine,Herefordshire,England
24093,Luib,Highland,Scotland
24094,Lulham,Herefordshire,England
24095,Lullington,Derbyshire,England
24096,Lullington,Somerset,England
24097,Lulsgate Bottom,Somerset,England
24098,Lulsley,Worcestershire,England
24099,Lulworth Camp,Dorset,England
24100,Lumb,Lancashire,England
24101,Lumb,Lancashire,England
24102,Lumb,West Yorkshire,England
24103,Lumb Foot,West Yorkshire,England
24104,Lumburn,Devon,England
24105,Lumbutts,West Yorkshire,England
24106,Lumby,North Yorkshire,England
24107,Lumley,West Sussex,England
24108,Lumley Thicks,County Durham,England
24109,Lumphanan,Aberdeenshire,Scotland
24110,Lumphinnans,Fife,Scotland
24111,Lumsden,Aberdeenshire,Scotland
24112,Lunan,Angus,Scotland
24113,Lunanhead,Angus,Scotland
24114,Luncarty,Perth and Kinross,Scotland
24115,Lund,North Yorkshire,England
24116,Lund,East Riding of Yorkshire,England
24117,Lundie,Angus,Scotland
24118,Lundwood,South Yorkshire,England
24119,Lundy Green,Norfolk,England
24120,Lunna,Shetland Islands,Scotland
24121,Lunnasting,Shetland Islands,Scotland
24122,Lunning,Shetland Islands,Scotland
24123,Lunnister,Shetland Islands,Scotland
24124,Lunnon,Swansea,Wales
24125,Lunsford,Kent,England
24126,Lunsford's Cross,East Sussex,England
24127,Lunt,Merseyside,England
24128,Lunts Heath,Cheshire,England
24129,Lupin,Staffordshire,England
24130,Luppitt,Devon,England
24131,Lupridge,Devon,England
24132,Lupset,West Yorkshire,England
24133,Lupton,Cumbria,England
24134,Lurgan,Craigavon,Northern Ireland
24135,Lurgashall,West Sussex,England
24136,Lurley,Devon,England
24137,Lusby,Lincolnshire,England
24138,Lushcott,Shropshire,England
24139,Luson,Devon,England
24140,Luss,Argyll and Bute,Scotland
24141,Lusta,Highland,Scotland
24142,Lustleigh,Devon,England
24143,Lustleigh Cleave,Devon,England
24144,Luston,Herefordshire,England
24145,Lusty,Somerset,England
24146,Luthermuir,Aberdeenshire,Scotland
24147,Luthrie,Fife,Scotland
24148,Lutley,West Midlands,England
24149,Luton,Devon,England
24150,Luton,Devon,England
24151,Luton,Bedfordshire,England
24152,Luton,Kent,England
24153,Lutsford,Devon,England
24154,Lutterworth,Leicestershire,England
24155,Lutton,Devon,England
24156,Lutton,Devon,England
24157,Lutton,Lincolnshire,England
24158,Lutton,Northamptonshire,England
24159,Lutton Gowts,Lincolnshire,England
24160,Luxborough,Somerset,England
24161,Luxted,"Bromley, Greater London",England
24162,Luxton,Devon,England
24163,Luxulyan,Cornwall,England
24164,Luzley,Greater Manchester,England
24165,Luzley Brook,Greater Manchester,England
24166,Lyatts,Somerset,England
24167,Lybster,Highland,Scotland
24168,Lydbury North,Shropshire,England
24169,Lydcott,Devon,England
24170,Lydd,Kent,England
24171,Lydd-on-Sea,Kent,England
24172,Lydden,Kent,England
24173,Lydden,Kent,England
24174,Lyddington,Rutland,England
24175,Lyde,Shropshire,England
24176,Lyde Cross,Herefordshire,England
24177,Lyde Green,Gloucestershire,England
24178,Lyde Green,Hampshire,England
24179,Lydeard St Lawrence,Somerset,England
24180,Lydford,Devon,England
24181,Lydford Fair Place,Somerset,England
24182,Lydford-on-Fosse,Somerset,England
24183,Lydgate,West Yorkshire,England
24184,Lydgate,Greater Manchester,England
24185,Lydgate,Derbyshire,England
24186,Lydham,Shropshire,England
24187,Lydiard Green,Wiltshire,England
24188,Lydiard Millicent,Wiltshire,England
24189,Lydiard Plain,Wiltshire,England
24190,Lydiard Tregoze,Wiltshire,England
24191,Lydiate,Merseyside,England
24192,Lydiate Ash,Worcestershire,England
24193,Lydlinch,Dorset,England
24194,Lydmarsh,Somerset,England
24195,Lydney,Gloucestershire,England
24196,Lydstep,Pembrokeshire,Wales
24197,Lye,West Midlands,England
24198,Lye Cross,Somerset,England
24199,Lye Green,Warwickshire,England
24200,Lye Green,Buckinghamshire,England
24201,Lye Green,Wiltshire,England
24202,Lye Green,East Sussex,England
24203,Lye Head,Worcestershire,England
24204,Lye Hole,Somerset,England
24205,Lyewood Common,East Sussex,England
24206,Lyford,Oxfordshire,England
24207,Lymbridge Green,Kent,England
24208,Lyme Green,Cheshire,England
24209,Lyme Regis,Dorset,England
24210,Lymiecleuch,Scottish Borders,Scotland
24211,Lyminge,Kent,England
24212,Lymington,Hampshire,England
24213,Lyminster,West Sussex,England
24214,Lymm,Cheshire,England
24215,Lymore,Hampshire,England
24216,Lympne,Kent,England
24217,Lympsham,Somerset,England
24218,Lympstone,Devon,England
24219,Lynbridge,Devon,England
24220,Lynch,Somerset,England
24221,Lynch,Hampshire,England
24222,Lynch Hill,Hampshire,England
24223,Lynch Hill,Berkshire,England
24224,Lynchat,Highland,Scotland
24225,Lynchgate,Shropshire,England
24226,Lyndhurst,Hampshire,England
24227,Lyndon,Rutland,England
24228,Lyndon Green,West Midlands,England
24229,Lyne,Scottish Borders,Scotland
24230,Lyne Down,Herefordshire,England
24231,Lyne of Gorthleck,Highland,Scotland
24232,Lyne of Skene,Aberdeenshire,Scotland
24233,Lyne Station,Scottish Borders,Scotland
24234,Lyneal,Shropshire,England
24235,Lyneal Mill,Shropshire,England
24236,Lyneal Wood,Shropshire,England
24237,Lyneham,Oxfordshire,England
24238,Lyneham,Wiltshire,England
24239,Lynemouth,Northumberland,England
24240,Lyness,Orkney Islands,Scotland
24241,Lynford,Norfolk,England
24242,Lyng,Somerset,England
24243,Lyng,Norfolk,England
24244,Lyngate,Norfolk,England
24245,Lyngate,Norfolk,England
24246,Lyngford,Somerset,England
24247,Lynmouth,Devon,England
24248,Lynn,Shropshire,England
24249,Lynn,Staffordshire,England
24250,Lynnwood,Scottish Borders,Scotland
24251,Lynsore Bottom,Kent,England
24252,Lynsted,Kent,England
24253,Lynstone,Cornwall,England
24254,Lynton,Devon,England
24255,Lynwilg,Highland,Scotland
24256,Lynworth,Gloucestershire,England
24257,Lyon's Gate,Dorset,England
24258,Lyon's Green,Norfolk,England
24259,Lyons,Tyne and Wear,England
24260,Lyons Hall,Essex,England
24261,Lyonshall,Herefordshire,England
24262,Lypiatt,Gloucestershire,England
24263,Lytchett Matravers,Dorset,England
24264,Lytchett Minster,Dorset,England
24265,Lytham,Lancashire,England
24266,Lytham St Anne's,Lancashire,England
24267,Lythbank,Shropshire,England
24268,Lythes,Orkney Islands,Scotland
24269,Mabe Burnthouse,Cornwall,England
24270,Mabledon,Kent,England
24271,Mablethorpe,Lincolnshire,England
24272,Macclesfield,Cheshire,England
24273,Macclesfield Forest,Cheshire,England
24274,Macduff,Aberdeenshire,Scotland
24275,Mace Green,Suffolk,England
24276,Macedonia,Fife,Scotland
24277,Macfinn Lower,Ballymoney,Northern Ireland
24278,Machan,South Lanarkshire,Scotland
24279,Machen,Caerphilly,Wales
24280,Machrie,North Ayrshire,Scotland
24281,Machrihanish,Argyll and Bute,Scotland
24282,Machroes,Gwynedd,Wales
24283,Machynlleth,Powys,Wales
24284,Machynys,Carmarthenshire,Wales
24285,Mackerel's Common,West Sussex,England
24286,Mackerye End,Hertfordshire,England
24287,Mackham,Devon,England
24288,Mackney,Oxfordshire,England
24289,Mackside,Scottish Borders,Scotland
24290,Mackworth,Derbyshire,England
24291,Macmerry,East Lothian,Scotland
24292,Macosquin,Coleraine,Northern Ireland
24293,Maddan,Armagh,Northern Ireland
24294,Madderty,Perth and Kinross,Scotland
24295,Maddington,Wiltshire,England
24296,Maddiston,Falkirk,Scotland
24297,Maddox Moor,Pembrokeshire,Wales
24298,Madehurst,West Sussex,England
24299,Madeley,Shropshire,England
24300,Madeley,Staffordshire,England
24301,Madeley Heath,Staffordshire,England
24302,Madeley Heath,Worcestershire,England
24303,Madeleywood,Shropshire,England
24304,Maders,Cornwall,England
24305,Madford,Devon,England
24306,Madingley,Cambridgeshire,England
24307,Madjeston,Dorset,England
24308,Madley,Herefordshire,England
24309,Madresfield,Worcestershire,England
24310,Madron,Cornwall,England
24311,Maen-y-groes,Ceredigion,Wales
24312,Maenaddwyn,Isle of Anglesey,Wales
24313,Maenclochog,Pembrokeshire,Wales
24314,Maendy,The Vale of Glamorgan,Wales
24315,Maenporth,Cornwall,England
24316,Maentwrog,Gwynedd,Wales
24317,Maer,Staffordshire,England
24318,Maer,Cornwall,England
24319,Maerdy,Conwy,Wales
24320,Maerdy,Carmarthenshire,Wales
24321,Maerdy,Rhondda Cynon Taf,Wales
24322,Maes llyn,Ceredigion,Wales
24323,Maes Pennant,Flintshire,Wales
24324,Maes-bangor,Ceredigion,Wales
24325,Maes-glas,Newport,Wales
24326,Maes-y-dre,Flintshire,Wales
24327,Maesbrook,Shropshire,England
24328,Maesbury,Shropshire,England
24329,Maesbury Marsh,Shropshire,England
24330,Maesgeirchen,Gwynedd,Wales
24331,Maesgwynne,Carmarthenshire,Wales
24332,Maeshafn,Denbighshire,Wales
24333,Maesmynis,Powys,Wales
24334,Maesteg,Bridgend,Wales
24335,Maesybont,Carmarthenshire,Wales
24336,Maesycoed,Rhondda Cynon Taf,Wales
24337,Maesycwmmer,Caerphilly,Wales
